E 19 F DC 57.34 0.05 13 04
E 28 F DC 54.29 0.05 13 10
P 37 M AC 83.79 0.05 13 11
V 27 M DC 91.11 0.05 13 13
o 42 F AC 63.75 0.05 13 15
E 30 M DC 68.12 0.05 13 16
V 20 M DC 82.57 0.05 13 18
E 21 F AC 54.29 0.05 13 20
V 54 M AC 85.62 0.05 13 22
o 25 F DC 55.71 0.05 13 23
E 26 F AC 60.49 0.05 13 25
P 33 M AC 88.37 0.05 13 28
o 33 M DC 75.14 0.05 13 31
o 31 M DC 82.87 0.05 13 31
E 20 F AC 57.13 0.05 13 32
E 19 F AC 53.88 0.05 13 33
P 45 M AC 96.3 0.05 13 34
E 20 M AC 84.6 0.05 13 35
E 23 M AC 71.58 0.05 13 35
E 23 M AC 57.34 0.05 13 36
E 18 M AC 88.87 0.05 13 36
P 41 M AC 83.38 0.05 13 38
P 48 F AC 58.66 0.05 13 38
P 42 F AC 76.56 0.05 13 40
E 21 F DC 65.99 0.05 13 41
E 24 M DC 86.33 0.05 13 42
E 22 F DC 54.49 0.05 13 42
E 24 M AC 56.02 0.05 13 43
E 23 M AC 95.59 0.05 12 58
E 23 M AC 77.48 0.05 12 58
E 18 M AC 75.85 0.05 13 03
o 28 M DC 62.12 0.05 13 04
E 25 M AC 102.81 0.05 13 08
E 23 M AC 62.93 0.05 13 09
P 32 F AC 57.34 0.05 13 11
E 21 F AC 78.09 0.05 13 11
E 18 M AC 81.45 0.05 13 12
E 18 F AC 52.96 0.05 13 12
E 21 M AC 63.75 0.05 13 13
E 21 F AC 54.39 0.05 13 13
E 23 M AC 66.29 0.05 13 14
E 23 M AC 70.05 0.05 13 15
E 23 M AC 68.43 0.05 13 18
E 20 M AC 72.19 0.05 13 20
o 28 F AC 47.37 0.05 13 22
P 29 F AC 57.95 0.05 13 24
V 33 F AC 51.03 0.05 13 26
V 18 M DC 69.34 0.05 13 27
E 19 F DC 57.85 0.05 13 27
E 18 F AC 58.76 0.05 13 29
E 19 M AC 82.06 0.05 13 30
E 19 F AC 61.61 0.05 13 30
E 18 F DC 52.25 0.05 13 38
E 18 M AC 79.01 0.05 13 39
E 18 M AC 57.34 0.05 13 40
E 18 F AC 62.12 0.05 13 40
o 47 F DC 59.58 0.05 13 43
o 42 M AC 110.34 0.05 13 46
V 19 F AC 55.41 0.05 13 48
E 20 F DC 49.81 0.05 13 49
E 23 F DC 53.98 0.05 13 51
E 18 F AC 65.37 0.05 12 58
E 18 F AC 51.64 0.05 12 59
E 18 F AC 49.71 0.05 12 59
E 18 F AC 62.22 0.05 13 01
E 26 M AC 63.24 0.05 13 02
P 32 F AC 52.66 0.05 13 03
E 18 M AC 72.9 0.05 13 04
E 19 F AC 51.23 0.05 13 04
E 18 F AC 65.78 0.05 13 09
E 18 M AC 69.75 0.05 13 11
E 24 M AC 79.21 0.05 13 13
E 25 M AC 83.18 0.05 13 14
E 22 M AC 75.55 0.05 13 14
E 18 M DC 69.65 0.05 13 15
E 19 M DC 85.82 0.05 13 16
E 18 M DC 72.39 0.05 13 16
E 22 M AC 75.34 0.05 13 17
E 21 F AC 60.8 0.05 13 18
E 22 F AC 79.72 0.05 13 19
E 19 F AC 69.44 0.05 13 19
E 19 F AC 65.07 0.05 13 20
E 21 M DC 72.39 0.05 13 21
E 20 F AC 50.62 0.05 13 22
E 19 M AC 70.36 0.05 13 24
E 20 F AC 60.49 0.05 13 24
E 25 M DC 76.16 0.05 13 27
E 23 M DC 73.61 0.05 13 28
P 39 M AC 72.9 0.05 13 29
E 18 M AC 63.95 0.05 13 32
