E 22 M AC 59.76 0.23 12 19
E 20 M AC 72.43 0.23 12 30
E 18 M AC 59.65 0.23 12 24
E 19 M AC 109.67 0.23 12 24
E 20 F AC 58.95 0.23 12 49
E 23 F AC 74.35 0.23 12 50
E 20 M AC 71.43 0.23 12 51
E 20 M AC 72.03 0.23 12 51
E 21 M AC 67.91 0.23 12 51
E 21 F AC 60.06 0.23 12 54
E 24 M AC 77.27 0.23 12 54
E 23 F AC 53.01 0.23 12 55
E 20 M AC 77.47 0.23 12 56
E 19 F AC 64.48 0.23 12 56
o 24 M AC 85.82 0.23 12 57
E 21 M AC 66.6 0.23 12 57
E 21 F AC 59.25 0.23 12 57
E 19 F AC 47.78 0.23 12 57
E 21 F AC 58.35 0.23 12 58
E 19 M AC 71.63 0.23 12 59
E 23 M AC 83.91 0.23 12 59
E 19 M AC 86.83 0.23 13 01
E 18 M AC 72.54 0.23 13 01
E 18 F AC 58.85 0.23 13 02
E 18 F AC 45.77 0.23 13 02
E 19 M AC 82.5 0.23 13 02
E 20 M AC 71.23 0.23 13 03
E 23 M AC 84.51 0.23 13 03
E 20 M AC 62.37 0.23 13 03
E 19 F AC 60.66 0.23 13 04
E 17 M AC 86.12 0.23 13 04
E 18 M AC 71.03 0.23 13 05
E 21 F AC 58.85 0.23 13 05
E 21 M DC 68.41 0.23 13 07
E 21 F DC 58.55 0.23 13 10
E 24 M DC 83.81 0.23 13 10
E 25 M DC 79.68 0.23 13 11
E 27 F DC 59.55 0.23 13 13
E 20 M DC 69.62 0.23 13 14
P 68 M DC 74.15 0.23 13 17
E 18 F DC 56.03 0.23 13 18
E 21 F DC 80.28 0.23 13 21
E 20 F DC 58.25 0.23 13 22
E 22 F DC 54.62 0.23 13 23
E 22 F DC 58.85 0.23 13 23
E 20 M DC 73.34 0.23 13 25
E 18 M DC 96.69 0.23 13 25
E 21 F DC 60.96 0.23 13 28
E 25 M DC 81.69 0.23 13 28
E 21 F DC 65.59 0.23 13 28
E 19 M DC 52.61 0.23 13 30
E 29 M DC 68.71 0.23 13 31
E 21 M DC 68.71 0.23 13 31
E 22 M DC 57.84 0.23 13 32
E 22 F DC 62.87 0.23 13 32
o 57 F DC 71.53 0.23 13 36
o 34 M DC 88.23 0.23 13 37
E 21 F DC 52.21 0.23 13 38
E 26 M DC 77.97 0.23 13 38
E 22 M DC 69.72 0.23 13 38
E 21 F DC 56.94 0.23 13 42
P 66 M DC 105.85 0.23 13 43
E 21 F DC 48.38 0.23 13 45
E 19 F DC 52.91 0.23 13 45
E 19 F DC 55.53 0.23 13 45
E 19 M DC 89.74 0.23 13 46
E 19 M DC 71.73 0.23 13 47
E 24 F DC 59.35 0.23 13 48
E 24 F DC 61.67 0.23 13 48
