E 20 F A 49.88 0.23 12 50
E 21 M A 86.46 0.23 12 50
E 20 F A 67.0 0.23 12 50
E 18 M A 59.4 0.23 12 51
E 22 M A 58.49 0.23 12 53
E 19 M A 79.36 0.23 12 54
E 21 M A 87.27 0.23 12 55
E 21 M A 82.81 0.23 12 55
E 22 M D 71.86 0.23 12 56
E 21 F A 56.16 0.23 12 56
E 22 F A 93.85 0.23 12 57
E 18 M A 83.82 0.23 12 59
E 18 F A 62.85 0.23 13 0
E 20 F A 60.21 0.23 13 1
E 19 F A 62.64 0.23 13 1
E 24 M A 122.63 0.23 13 2
E 24 M A 90.81 0.23 13 3
E 22 M A 74.8 0.23 13 4
E 19 F A 63.76 0.23 13 4
E 19 F A 51.4 0.23 13 6
E 18 F A 53.93 0.23 13 6
E 19 M A 58.29 0.23 13 7
E 21 F A 55.45 0.23 13 8
E 20 M A 84.43 0.23 13 8
E 23 M A 65.28 0.23 13 9
E 19 M A 80.98 0.23 13 10
E 18 M A 62.95 0.23 13 11
E 18 M A 50.59 0.23 13 12
E 22 M A 75.71 0.23 13 13
E 20 M A 72.37 0.23 13 13
E 21 M A 81.29 0.23 13 13
E 18 M A 87.37 0.23 13 15
E 19 M D 72.98 0.23 13 16
E 19 F A 61.73 0.23 13 17
E 25 M A 77.64 0.23 13 18
E 21 F D 72.88 0.23 13 18
E 19 M D 94.26 0.23 13 19
E 19 M D 60.72 0.23 13 20
E 22 M D 64.57 0.23 13 21
E 19 M D 83.01 0.23 13 22
E 18 F A 69.74 0.23 13 23
E 18 F A 64.87 0.23 13 23
E 22 M A 89.6 0.23 13 24
E 19 F D 61.23 0.23 13 26
E 19 F D 63.25 0.23 13 27
E 25 F A 65.68 0.23 13 29
E 23 M A 74.19 0.23 13 29
E 23 M D 72.98 0.23 13 30
E 21 M A 73.59 0.23 13 31
E 22 M A 76.73 0.23 13 32
E 20 F A 59.3 0.23 13 35
E 19 F D 45.11 0.23 13 35
E 19 M A 68.32 0.23 13 37
E 20 M D 65.38 0.23 13 37
E 20 F D 50.38 0.23 13 38
E 20 F D 65.18 0.23 13 39
E 20 M D 68.82 0.23 13 40
E 21 M D 73.08 0.23 13 40
E 19 M D 67.41 0.23 13 41
E 18 M A 88.58 0.23 13 41
E 21 F A 57.27 0.23 13 42
E 21 F A 54.34 0.23 13 43
E 18 M D 77.74 0.23 13 44
E 18 M D 81.69 0.23 13 45
E 17 M D 56.26 0.23 13 45
E 19 F A 48.96 0.23 13 48
E 21 N A 72.27 0.23 13 50
E 24 F D 60.01 0.23 14 55
E 25 M D 111.89 0.23 14 57
E 19 F D 57.37 0.23 15 04
E 18 F A 60.41 0.23 13 04
E 18 F A 56.87 0.23 13 04
E 20 F A 50.08 0.23 13 04
E 22 F A 50.89 0.23 13 05
E 22 F A 62.64 0.23 13 05
E 23 F A 63.45 0.23 13 06
E 20 F A 58.39 0.23 13 06
E 22 F A 62.85 0.23 13 07
E 21 M A 76.73 0.23 13 09
E 23 M A 74.5 0.23 13 09
E 22 M A 66.29 0.23 13 10
E 19 F A 58.39 0.23 13 11
E 21 M A 63.56 0.23 13 13
E 19 M D 80.68 0.23 13 13
P 29 M A 71.05 0.23 13 14
E 20 F A 66.39 0.23 13 15
E 19 F A 73.38 0.23 13 17
E 21 M A 63.45 0.23 13 18
E 21 M A 61.23 0.23 13 18
E 20 F A 58.29 0.23 13 19
E 21 M A 72.27 0.23 13 19
E 22 M D 70.75 0.23 13 21
E 21 M D 82.0 0.23 13 22
E 18 M D 59.5 0.23 13 23
E 19 M A 67.81 0.23 13 23
E 18 M D 75.71 0.23 13 24
E 23 M A 92.43 0.23 13 25
E 24 M A 84.12 0.23 13 25
V 26 F A 64.97 0.23 13 27
E 19 M D 56.46 0.23 13 31
