E 23 F DC 56.59 0.23 13 10
V 24 M AC 71.58 0.23 13 10
P 26 M AC 101.55 0.23 13 12
E 19 F AC 47.59 0.23 13 12
P 42 F AC 69.58 0.23 13 13
P 39 F AC 56.59 0.23 13 13
E 18 M DC 59.59 0.23 13 17
E 19 M DC 80.57 0.23 13 18
o 36 M AC 77.57 0.23 13 18
E 18 M AC 91.56 0.23 13 19
P 38 M AC 99.55 0.23 13 19
V 38 M AC 96.56 0.23 13 20
E 19 F AC 63.58 0.23 13 20
P 37 M DC 76.57 0.23 13 22
o 28 M DC 65.58 0.23 13 26
o 26 F DC 64.58 0.23 13 27
P 44 F DC 64.58 0.23 13 28
o 43 F AC 64.58 0.23 13 31
o 40 M AC 71.58 0.23 13 31
E 19 M AC 86.56 0.23 13 32
V 56 M DC 87.56 0.23 13 36
E 23 M DC 72.57 0.23 13 36
E 23 M DC 79.57 0.23 13 36
P 37 F DC 55.59 0.23 13 40
P 32 M DC 66.58 0.23 13 40
E 24 M DC 67.58 0.23 13 43
P 42 M DC 77.57 0.23 13 44
o 37 M DC 100.55 0.23 13 44
E 19 M DC 69.58 0.23 13 46
E 19 F DC 51.59 0.23 13 51
P 39 M AC 92.56 0.23 13 13
P 36 F AC 64.58 0.23 13 13
E 26 M AC 81.57 0.23 13 13
P 41 M AC 71.58 0.23 13 14
P 58 M AC 82.57 0.23 13 14
P 26 M AC 76.57 0.23 13 16
P 25 M AC 76.57 0.23 13 17
o 26 M DC 84.57 0.23 13 17
P 64 F AC 76.57 0.23 13 18
P 30 F AC 66.58 0.23 13 20
P 29 F AC 57.59 0.23 13 20
E 29 M AC 81.57 0.23 13 21
E 19 M DC 84.57 0.23 13 22
E 18 M AC 95.56 0.23 13 24
P 45 M AC 94.56 0.23 13 26
P 35 M AC 93.56 0.23 13 26
E 23 M AC 61.58 0.23 13 29
E 23 M AC 71.58 0.23 13 29
E 23 F DC 71.58 0.23 13 30
E 23 F DC 54.59 0.23 13 30
E 29 F DC 47.59 0.23 13 36
P 32 M AC 89.56 0.23 13 36
E 19 M DC 56.59 0.23 13 38
E 19 M DC 71.58 0.23 13 38
E 19 M DC 87.56 0.23 13 38
E 19 M DC 71.58 0.23 13 38
P 36 M AC 80.57 0.23 13 43
o 33 F AC 51.59 0.23 13 44
E 23 M DC 68.58 0.23 13 44
E 23 F DC 61.58 0.23 13 45
P 33 M DC 71.58 0.23 13 46
P 33 M DC 86.56 0.23 13 46
P 43 M DC 81.57 0.23 13 46
P 43 M DC 101.55 0.23 13 46
E 19 M DC 56.59 0.23 13 47
E 28 F DC 53.59 0.23 13 49
E 27 F DC 61.58 0.23 13 49
E 30 F DC 47.59 0.23 13 49
E 25 M DC 76.57 0.23 13 49
E 29 M DC 78.57 0.23 13 50
o 28 M DC 73.57 0.23 13 50
o 25 M DC 72.57 0.23 13 50
o 29 M DC 70.58 0.23 13 50
V 26 M DC 88.56 0.23 13 51
E 23 M DC 76.57 0.23 13 54
E 24 M DC 86.56 0.23 13 54
P 50 M AC 84.57 0.23 13 59
P 27 F AC 47.59 0.23 13 59
P 36 F AC 61.58 0.23 14 00
o 47 M AC 95.56 0.23 14 03
o 49 F AC 69.58 0.23 14 03
o 39 M DC 101.55 0.23 14 06
