objid,ra,dec,z,zErr,psfMag_g,psfMag_r,psfMagErr_g,psfMagErr_r
1237657878612672935,116.35663,23.989671,0.043425,1.601959E-5,18.928856,18.035637,0.017099,0.011599
1237657627893039649,116.55585,23.812915,0.167844,3.558067E-5,20.14373,19.051466,0.025291,0.013698
1237657878612672845,116.37327,23.901315,0.099375,7.407903E-6,19.986565,19.494108,0.021157,0.017015
1237657878612672834,116.4156,23.852404,0.129734,2.607875E-5,19.425694,18.323727,0.018313,0.012021
1237657628429649245,115.79291,23.616819,0.413215,1.122252E-4,22.019587,20.398809,0.072132,0.026264
1237657878612410902,115.885,23.569317,0.094016,1.403884E-5,20.064226,19.388788,0.176922,0.19983
1237657627892646395,115.76575,23.167461,0.101669,6.577076E-6,19.896666,19.448858,0.020522,0.015664
1237657878612345347,115.8264,23.320857,0.14492,8.103223E-6,19.711781,19.193838,0.020444,0.017214
1237657878612345546,115.72057,23.368294,0.167064,1.25601E-5,20.369299,19.78911,0.025257,0.02052
1237657878612541974,116.20203,23.653592,0.336218,8.295114E-5,21.698254,19.89699,0.055909,0.021475
1237657878612542001,116.22388,23.738625,0.414366,8.665147E-5,21.695356,20.076981,0.055132,0.024416
1237657878612410933,115.99513,23.492517,0.151152,7.927556E-6,19.430492,19.046824,0.018131,0.014593
1237657878612541830,116.21578,23.69083,0.065597,6.669939E-6,19.113043,18.694181,0.016015,0.014321
1237657878612410888,115.95404,23.499347,0.104526,1.676042E-5,20.147261,19.298965,0.022366,0.015676
1237657878612541864,116.21548,23.715112,0.065315,1.012586E-5,20.355389,19.804974,0.023392,0.021193
1237657627892777641,115.95999,23.351284,0.334508,6.827332E-5,21.491001,19.746475,0.057814,0.020099
1237657878075474557,116.12172,23.173196,0.097611,2.770148E-5,19.514862,18.654642,0.018241,0.016123
1237657627892843022,116.14805,23.466376,0.15394,1.995973E-5,19.995186,19.076372,0.021069,0.015656
1237657878075539899,116.16755,23.217841,0.097277,7.324064E-6,19.177515,18.862139,0.014255,0.015372
1237657878075474574,116.13195,23.191232,0.097348,7.439735E-6,19.427427,18.830021,0.019143,0.017219
1237657878612541815,116.23315,23.656548,0.098751,2.399018E-5,19.4695,18.510641,0.017325,0.013935
1237657627892973963,116.28864,23.678067,0.102769,1.408432E-5,20.129337,19.356905,0.023248,0.015716
1237657874317443359,116.35204,23.503524,0.0968,2.406148E-5,19.091145,18.144854,0.022197,0.0191
1237660344997708072,117.05792,23.556082,0.166834,1.832488E-5,19.814447,18.990543,0.019101,0.016966
1237657877539062134,117.12683,23.565238,0.096724,6.84421E-6,19.995094,19.232258,0.019169,0.016817
1237660344997707857,117.08836,23.589908,0.096838,1.204132E-5,20.580902,19.861803,0.029211,0.024244
1237657877538931362,117.06556,23.391606,0.122427,2.764561E-5,20.151114,19.141323,0.339754,0.216569
1237660344997642761,117.00194,23.554592,0.083625,9.87199E-6,19.869778,19.296165,0.020198,0.021788
1237660344997708265,116.99168,23.609143,0.155223,9.080952E-6,20.362131,19.592529,0.02448,0.021083
1237657877538931258,117.06752,23.296189,0.190033,1.213195E-5,19.733393,19.309128,0.017755,0.016874
1237657877538931658,116.9621,23.301667,0.444052,1.436542E-4,22.699917,20.911469,0.167703,0.060054
1237657877538931390,117.07067,23.229777,0.299284,7.796618E-5,21.396206,19.61867,0.05462,0.02674
1237657878076064676,117.16134,23.971289,0.461455,1.219138E-4,23.068316,20.965977,0.217242,0.048933
1237664835390341456,129.38238,22.632127,0.296106,7.301408E-5,21.324255,19.588778,0.11071,0.05772
1237664835390342005,129.36562,22.624574,0.574523,1.841458E-5,22.077993,20.591352,0.072824,0.030796
1237664835390341150,129.34148,22.546781,0.158467,1.363873E-5,20.039165,19.285152,0.024869,0.016763
1237664835390341440,129.41443,22.536558,0.550768,6.026168E-5,20.060877,19.560516,0.024707,0.018289
1237664835390275879,129.31428,22.428554,0.141176,2.676438E-5,20.3015,19.253736,0.027708,0.022159
1237664835390341353,129.35892,22.459273,0.222123,4.742817E-5,20.169474,18.743874,0.025445,0.014389
1237664835390734987,130.18029,22.959734,0.497074,7.910274E-5,21.846691,20.290838,0.057059,0.025237
1237664835390734763,130.20149,23.089267,0.430867,1.081043E-4,22.193544,20.280907,0.073414,0.024438
1237664835390734561,130.16928,22.995653,0.122481,1.984547E-5,19.813023,18.726345,0.019991,0.013566
1237664835390734388,130.18191,23.040856,0.125338,6.967945E-6,20.196564,19.752441,0.570024,0.740383
1237664874045964592,130.07396,23.182731,0.025235,7.03407E-6,19.787083,19.352173,0.027992,0.019978
1237664874046030024,130.13824,23.215175,0.187404,3.262838E-5,19.717356,18.578686,0.031139,0.015003
1237664835390603536,130.00108,22.824057,0.123568,2.873978E-5,19.675703,18.630966,0.01979,0.014305
1237674371830448755,130.12458,23.100192,0.449003,1.318026E-4,21.938299,20.472139,0.088783,0.032676
1237664835390669139,130.11582,23.020449,0.122329,4.566735E-6,19.171165,18.583897,0.016772,0.01639
1237664835390734543,130.19296,22.94051,0.224325,3.771395E-5,20.514887,18.91423,0.026407,0.015194
1237665098995073203,130.04818,22.73588,0.041158,6.119294E-6,18.860678,18.488008,0.016134,0.014278
1237664835390669171,129.99799,22.94891,0.425588,8.574323E-5,21.954584,20.128084,0.062692,0.024493
1237665098995139169,130.19433,22.870921,0.336263,9.005226E-5,21.859762,20.128078,0.070331,0.028836
1237665098995138684,130.19898,22.745181,0.112628,7.612297E-6,19.724821,19.139605,0.018724,0.016978
1237664834853667114,129.96962,22.425869,0.215352,1.75815E-5,20.66095,19.591791,0.030275,0.022889
1237674370756510496,129.89875,22.180504,0.66495,1.609173E-4,23.347769,21.481153,0.247459,0.067183
1237665098995007571,129.98498,22.686043,0.160697,2.889748E-5,19.683432,18.519474,0.219824,0.137598
1237673808658825636,130.02827,22.248574,0.040557,7.268878E-6,20.517229,20.067743,0.023721,0.026864
1237664834853535940,129.68049,22.266099,0.124627,3.495917E-5,19.615818,18.532385,0.025694,0.014973
1237664835390800149,130.45396,23.067807,0.076042,1.111964E-5,20.496704,19.801403,0.028476,0.019483
1237665098995269801,130.43841,23.002984,0.121652,2.22662E-5,19.32118,18.292208,0.02601,0.031678
1237664835390800050,130.31267,23.066812,0.121744,1.034808E-5,19.838972,18.983385,0.023993,0.014452
1237665098995204316,130.32258,22.860815,0.176211,3.168914E-5,19.549522,18.210468,0.021488,0.016749
1237665098995269773,130.40586,22.982606,0.123113,3.493321E-5,19.514072,18.379852,0.017567,0.019276
1237665098995204470,130.37936,22.97037,0.123824,1.290675E-5,20.43619,19.516657,0.027984,0.021355
1237674371293643029,130.39195,22.76277,0.113901,2.181131E-5,18.850887,17.872707,0.022055,0.01327
1237665098995204365,130.33844,22.936172,0.051663,1.063441E-5,19.390184,18.358189,0.020924,0.016984
1237664835390800136,130.39284,23.136443,0.122023,1.27557E-5,19.544428,18.609207,0.022877,0.013281
1237665098995269810,130.45143,23.015745,0.122507,2.404876E-5,19.469877,18.451664,0.017423,0.019388
1237674371293642915,130.28266,22.727324,0.113486,2.034238E-5,18.657091,17.634247,0.021918,0.012965
1237665098995204276,130.31681,22.802471,0.112979,2.760609E-5,19.3577,18.307175,0.020772,0.016849
1237674371293643001,130.34168,22.773738,0.109811,2.507465E-5,19.135088,18.143782,0.022631,0.01365
1237674371293643007,130.35981,22.745497,0.113373,3.155551E-5,19.515736,18.525845,0.023699,0.014415
1237674371293642927,130.27697,22.751276,0.114038,2.199082E-5,19.042315,18.164461,0.022603,0.01356
1237664834853863707,130.35418,22.719027,0.114454,3.397769E-5,19.946821,18.792032,0.031321,0.016917
1237674370756706502,130.31541,22.252952,0.212735,3.082221E-5,19.780199,18.490751,0.101016,0.017911
1237674371293577376,130.24125,22.680823,0.197351,3.357381E-5,19.499269,18.398148,0.042309,0.026091
1237664834853732680,130.20308,22.568634,0.176101,5.301493E-5,20.98975,19.804815,0.035402,0.025162
1237664834853798060,130.27919,22.643666,0.111202,1.12075E-5,20.23189,19.461964,0.030556,0.021215
1237674371293577339,130.17528,22.6579,0.081218,1.02144E-5,19.33073,19.16049,0.04131,0.023493
1237673808658957217,130.30024,22.42445,0.426692,9.566407E-5,21.813776,20.222095,0.051946,0.024323
1237673808658956498,130.21262,22.399017,0.079653,2.991134E-5,19.619715,18.884993,0.018334,0.014086
1237664834853798204,130.32453,22.679914,0.196658,5.526936E-5,21.016449,19.646105,0.038226,0.020454
1237674370756640830,130.18708,22.294469,0.109091,1.126323E-5,18.647358,18.081181,0.047771,0.01335
1237674370756641159,130.21049,22.232987,0.338953,1.103477E-4,21.155502,19.494242,0.066339,0.017873
1237664834853732518,130.20176,22.416716,0.079692,1.802695E-5,18.973352,17.940525,0.018069,0.016654
1237674370756641010,130.1425,22.228463,0.109759,2.909628E-5,19.247007,18.325899,0.063636,0.040843
1237674370756575493,130.07398,22.213118,0.113655,3.03103E-5,19.444479,18.635305,0.026432,0.014876
1237664834853863702,130.37315,22.687861,0.138516,1.551749E-5,19.632477,18.62285,0.030121,0.016656
1237658191606252306,117.16654,23.903316,0.452292,1.005716E-4,21.964067,20.354815,0.080327,0.027879
1237660344997839140,117.27335,23.760897,0.096571,1.775594E-5,18.449179,17.494743,0.017104,0.01551
1237657877538997027,117.19347,23.497003,0.353106,6.981628E-5,21.617777,19.66473,0.054156,0.018589
1237657877539127337,117.3923,23.557518,1.007828E-4,9.526198E-6,17.653057,17.228447,0.019714,0.024875
1237657877539062376,117.36301,23.548242,0.121945,1.350242E-5,19.829159,18.982302,0.018154,0.015947
1237660344997773640,117.18287,23.685991,0.101331,2.67491E-5,19.980417,19.058912,0.020482,0.018553
1237660563504103776,117.46766,23.582645,0.149667,3.721295E-5,19.857084,18.555691,0.017824,0.013536
1237657877539193233,117.49122,23.684258,0.077653,7.20361E-6,19.525574,18.913834,0.022227,0.01132
1237657877539127895,117.40999,23.691345,0.173845,1.844099E-5,20.025904,19.161903,0.0249,0.015642
1237657877538996834,117.22111,23.449616,0.096385,7.104843E-6,19.521673,18.663836,0.01758,0.012944
1237657877539062487,117.206,23.538928,0.401466,1.090531E-4,21.902393,19.99234,0.069912,0.024712
1237660563503907448,117.12605,23.267496,0.312844,6.832439E-5,21.229061,19.46826,0.041232,0.019626
1237657877539062423,117.31288,23.480595,0.101543,2.221635E-5,20.561193,19.680162,0.025676,0.020002
1237660563504235038,117.73351,23.895924,7.089553E-3,1.716757E-5,18.837564,18.059519,0.014408,0.016431
1237660563504300367,117.81096,23.903699,0.046289,1.198937E-5,17.798872,16.903227,0.012423,0.017315
1237673808122282167,130.77822,22.249316,0.085316,3.115702E-5,19.799753,18.960035,0.016052,0.017502
1237674370756837539,130.75541,22.33527,0.117748,2.006782E-5,18.995491,17.945246,0.026158,0.016716
1237674370756837586,130.66254,22.27174,0.040689,9.881941E-6,17.111372,16.27767,0.024901,0.016051
1237673808122216799,130.64687,22.207499,0.176312,3.335391E-5,19.812899,18.730427,0.018014,0.01441
1237673808659153122,130.73316,22.535761,0.084885,6.289034E-6,19.323532,18.526014,0.014825,0.014094
1237664835390931245,130.66989,23.153226,0.121251,9.560177E-6,20.721767,19.953487,0.029941,0.02382
1237665098995269858,130.48197,23.029686,0.126615,4.652012E-5,20.062262,18.913425,0.021471,0.020544
1237665098995269873,130.50154,23.008936,0.070247,1.270103E-5,18.078804,17.079601,0.014285,0.018314
1237665098995335329,130.62927,23.048141,0.118169,2.561625E-5,19.175957,18.088602,0.015386,0.01672
1237665098995335323,130.66833,22.959999,0.122111,2.88704E-5,19.522825,18.507074,0.016898,0.017259
1237664835390800144,130.46561,23.046033,0.127503,2.735016E-5,19.680073,18.490734,0.023598,0.013178
1237665098995335308,130.64868,22.953278,0.113449,2.536191E-5,19.361094,18.189566,0.01722,0.018356
1237664834853929183,130.53699,22.751608,0.138593,2.534641E-5,19.507626,18.292864,0.029338,0.013303
1237664834853929193,130.50172,22.81261,0.204912,3.347326E-5,20.123266,18.832655,0.033571,0.017912
1237664834853929367,130.55505,22.745158,0.423769,1.029283E-4,22.234566,20.224167,0.084612,0.024608
1237665098995269824,130.4809,22.98684,0.109843,3.005061E-5,19.877285,18.876478,0.021489,0.020867
1237664834853929337,130.62613,22.757123,0.217455,3.957949E-5,20.263968,18.8965,0.032696,0.014717
1237673808659284607,131.00323,22.572951,0.391705,8.093259E-5,21.682234,20.016691,0.04765,0.023027
1237674370757034158,131.08262,22.480646,0.058462,9.197852E-6,18.750032,18.104523,0.027407,0.016741
1237674370756968716,131.01557,22.528273,0.193244,3.938199E-5,19.838316,18.613953,0.027796,0.020769
1237673808659349724,131.11177,22.686603,0.061226,3.469099E-5,18.944698,18.1612,0.017588,0.012172
1237673808659219375,130.88011,22.660801,0.33461,1.201591E-4,21.693626,19.947519,0.045608,0.022566
1237674370756968610,130.89158,22.480499,0.121109,2.932965E-5,19.301222,18.415152,0.025737,0.020453
1237674370756903170,130.90842,22.381264,0.20261,2.31193E-5,20.173496,19.128901,0.066456,0.099592
1237674370756903352,130.86968,22.471862,0.393361,7.83127E-5,21.456295,19.739929,0.057626,0.028946
1237673808122347714,130.91791,22.240012,0.029263,9.057239E-6,19.903717,19.335688,0.023946,0.018744
1237673808122347791,131.04707,22.198324,0.012135,1.197777E-5,20.49066,20.181005,0.027062,0.025726
1237673808122347693,130.90261,22.262011,0.029515,9.786358E-6,20.225595,19.837172,0.027784,0.024804
1237673808122282259,130.90157,22.170322,0.029243,1.238622E-5,18.30093,17.542072,0.011949,0.015509
1237673809196220559,130.97227,23.063266,0.076572,1.528473E-5,18.867037,17.829044,0.017926,0.014689
1237664834854060212,130.84775,22.790272,0.038581,1.117775E-5,18.379391,17.484867,0.023221,0.011938
1237664834854060520,130.89761,22.855364,0.038559,1.266527E-5,21.080196,20.670443,0.041185,0.032962
1237664834854125730,130.88126,22.996505,0.125013,1.720188E-5,19.161987,18.272181,0.027623,0.013887
1237674371830710423,130.71557,23.140901,0.121705,3.244152E-5,19.3311,18.326151,0.027228,0.017179
1237664834854125739,130.93325,22.962413,0.06155,1.016366E-5,18.935682,18.208706,0.027881,0.013973
1237664834853994772,130.72298,22.690628,0.024992,2.08535E-5,20.618988,19.866241,0.036036,0.023204
1237674371293839542,130.84051,22.738087,0.084885,1.062887E-5,19.761923,19.226686,0.024764,0.021505
1237673808659218691,130.87279,22.71091,0.061965,1.313172E-5,18.643948,17.75106,0.01493,0.013522
1237665098995400917,130.87693,23.051183,0.061511,9.795272E-6,19.28405,18.472975,0.018826,0.013251
1237664834854060226,130.77039,22.925841,0.0847,2.229656E-5,19.963726,19.064758,0.026738,0.014569
1237673808659415350,131.30153,22.681645,0.075593,1.542915E-5,19.809452,19.073345,0.020157,0.01723
1237673808659349645,131.21447,22.681948,0.07645,2.462682E-5,19.371889,18.605433,0.018497,0.013005
1237673808659349714,131.11652,22.655372,0.015436,6.54779E-6,19.570267,19.169245,0.019588,0.015237
1237674370757034195,131.11465,22.550864,0.19273,3.423875E-5,20.005493,18.739458,0.031034,0.017819
1237665128522907858,131.2602,22.603354,0.029069,8.730456E-6,17.63542,16.807636,0.015221,0.016147
1237674370757034219,131.13631,22.587306,0.153207,3.102224E-5,19.526951,18.421288,0.02886,0.017292
1237665097921659183,131.25864,22.407988,0.317212,6.196276E-5,20.743191,19.068308,0.030045,0.014541
1237674370757034223,131.18624,22.470769,0.137852,2.360163E-5,19.064398,18.325727,0.027866,0.017058
1237673808122478783,131.27287,22.390926,0.152743,2.683058E-5,19.358858,18.287848,0.018017,0.013619
1237673808122478756,131.27225,22.352381,0.190088,3.794508E-5,20.306261,19.031866,0.02284,0.01545
1237673808122413315,131.18436,22.305875,0.15417,1.163034E-5,20.194437,19.640896,0.028119,0.020093
1237673808122478850,131.2655,22.248701,0.302664,5.505696E-5,21.026491,19.501112,0.034484,0.022118
1237673808122413296,131.19498,22.255092,0.15268,3.02498E-5,19.812311,18.678446,0.026668,0.016559
1237673808122413270,131.1335,22.312921,0.172504,3.43196E-5,19.693041,18.489731,0.027363,0.020934
1237673808122413273,131.17761,22.190755,0.012311,6.438445E-6,20.035496,19.996332,0.027051,0.022904
1237665098458595582,131.15978,22.856056,0.076257,9.05423E-6,20.199652,19.524824,0.024201,0.018152
1237673808659415986,131.31035,22.740957,0.367177,1.342949E-4,21.829182,20.109444,0.055796,0.025591
1237673808659415320,131.26351,22.735835,0.074936,2.152132E-5,18.954355,18.021553,0.017646,0.014818
1237664834854125792,131.05694,22.880926,0.060049,6.851265E-6,19.492764,19.163912,0.028362,0.016286
1237673808659415389,131.37435,22.695457,0.075475,1.019597E-5,19.505747,18.819675,0.019167,0.016408
1237673808659415345,131.26783,22.763622,0.050625,1.252556E-5,20.613302,19.715437,0.028718,0.024255
1237664834854191258,131.1352,22.919742,0.076947,1.436332E-5,18.328125,17.364328,0.02965,0.014392
1237664834854125833,131.07783,22.913391,0.078478,3.419897E-5,19.427994,18.524834,0.028224,0.014404
1237673808659349839,131.23312,22.693519,0.07553,2.330295E-5,19.453333,18.626804,0.018718,0.013147
1237673808659415301,131.26679,22.707635,0.011376,5.910531E-6,20.267443,19.905842,0.023089,0.023091
1237673808659350338,131.16824,22.705241,0.370033,1.004843E-4,21.913254,20.085358,0.05762,0.023024
1237664834854125831,131.08487,22.897515,0.076175,7.175448E-6,20.055578,19.528265,0.030485,0.018202
1237664834854125895,131.00343,22.86826,0.175829,3.953041E-5,20.266733,19.093971,0.035097,0.017625
1237673808659480723,131.43578,22.733953,0.057812,1.210028E-5,19.809874,19.248491,0.020216,0.021756
1237673808659415413,131.39114,22.6716,0.116401,2.688662E-5,19.790541,18.866392,0.02005,0.016398
1237665128522973343,131.41506,22.660642,0.075421,1.501219E-5,18.771736,17.866344,0.01349,0.011449
1237665097921790650,131.49722,22.519291,0.372324,1.77314E-4,22.029091,20.253099,0.078648,0.028841
1237665097921855672,131.6031,22.518788,0.074828,1.73603E-5,18.686989,17.76899,0.018782,0.013227
1237660563504234935,117.66481,23.866802,0.077147,1.298841E-5,19.479225,18.738998,0.0167,0.01789
1237657877539324155,117.639,23.944349,0.114514,1.379307E-5,20.050093,19.348198,0.021591,0.015674
1237658191606317640,117.42637,23.99448,0.197718,4.865824E-5,20.367565,19.304491,0.022807,0.017924
1237665097922445701,133.00779,23.193293,0.093979,1.239622E-5,20.731749,20.363327,0.034329,0.02883
1237665128523497711,132.68359,23.188598,0.032224,1.607685E-5,20.113621,19.358049,0.034618,0.018017
1237665128523497674,132.57244,23.273754,0.072532,1.188114E-5,19.703644,18.915854,0.032648,0.015437
1237665127986626774,132.83909,22.944365,0.088213,1.841901E-5,18.779924,17.895906,0.018838,0.011879
1237665128523563141,132.77847,23.275277,0.160715,3.257828E-5,19.705997,18.577715,0.035101,0.017323
1237665128523432450,132.43832,23.215206,0.36036,1.978702E-4,22.736694,20.666683,0.131319,0.04252
1237665128523497607,132.60301,23.258521,0.040139,5.047556E-6,18.293882,17.936819,0.062111,0.091172
1237665097922379921,132.70153,23.18274,0.032072,1.249481E-5,18.198576,17.430857,0.017348,0.012728
1237665097922314435,132.61727,23.029881,0.114204,5.173636E-5,20.143938,19.017513,0.021536,0.015999
1237665097922249062,132.44564,23.028889,0.067896,8.481174E-6,20.779818,20.423494,0.031185,0.029549
1237665097922248912,132.44976,23.012304,0.067697,1.797084E-5,19.640547,18.573351,0.020536,0.013677
1237665128523432077,132.41901,23.156346,0.067813,1.520443E-5,18.516428,17.613964,0.015919,0.014088
1237665128523432648,132.51875,23.214141,0.355682,1.054993E-4,21.952492,20.132961,0.067331,0.030228
1237665128523563148,132.75416,23.34207,0.083577,3.147697E-5,19.429972,18.583317,0.03436,0.017314
1237665128523497964,132.61209,23.184927,0.355007,8.889067E-5,22.005569,20.044981,0.073681,0.025761
1237665097922117691,132.23244,22.746966,0.027592,5.152449E-6,18.882492,18.831636,0.021961,0.014561
1237665097922117825,132.2118,22.889385,0.079952,9.637038E-6,19.852585,19.325039,0.024262,0.016014
1237673808122871821,132.17219,22.46657,0.029265,2.124728E-5,20.44828,20.004889,0.477414,0.538983
1237665097922117771,132.1633,22.809227,0.083979,1.822336E-5,18.765039,17.710459,0.021295,0.011523
1237665127986364613,132.23995,22.721902,0.027525,6.781708E-6,20.138203,19.703384,0.027628,0.025692
1237665097385181234,132.25626,22.432134,0.068332,1.719976E-5,18.764166,17.900906,0.022999,0.015798
1237665097922117836,132.23904,22.895217,0.166104,1.309803E-5,19.797176,18.906822,0.023971,0.013938
1237665097922117869,132.26519,22.893136,0.165899,3.821083E-5,19.869091,18.65806,0.024195,0.01311
1237665097385181412,132.26992,22.445412,0.038706,7.970906E-6,19.674454,19.182913,0.025221,0.018719
1237673808122872084,132.1567,22.662454,0.08337,3.081796E-5,19.599348,18.598337,0.017581,0.01788
1237667109577031939,132.14698,22.140956,0.193884,2.999528E-5,20.060987,19.207499,0.022313,0.01787
1237665098459119781,132.27047,23.234395,0.085049,1.392945E-5,19.898808,19.151659,0.064384,0.086108
1237673808659809124,132.28378,23.042496,0.142236,1.425503E-5,21.209156,20.555443,0.033439,0.03193
1237673808659808416,132.16624,23.007099,0.083093,9.720349E-6,19.865818,19.174442,0.016029,0.016818
1237665128523366542,132.27964,23.155783,0.201414,3.05765E-5,19.672136,18.458284,0.017758,0.013291
1237665097922183415,132.40355,22.918203,0.043198,6.568407E-6,19.864838,19.514006,0.023419,0.019101
1237665128523301063,132.15325,23.120008,0.084626,1.266601E-5,19.936804,19.320044,0.020824,0.018544
1237673808659808552,132.22425,22.924893,0.253225,7.138325E-5,21.3379,19.753508,0.038312,0.020857
1237665098459054278,132.18805,23.273219,0.067693,8.206216E-6,20.025473,19.568247,0.024155,0.01795
1237665098459119884,132.38176,23.321671,0.084496,1.23045E-5,20.206503,19.51092,0.023996,0.016614
1237673808659808517,132.29474,22.992169,0.082308,2.24356E-5,19.188126,18.394506,0.013242,0.01468
1237665098459119724,132.30868,23.380271,0.025635,8.648543E-6,17.360104,16.588503,0.024099,0.015678
1237665098459119802,132.24155,23.328418,0.153876,7.511156E-6,19.369072,18.969002,0.044203,0.073435
1237665128523432170,132.38507,23.263718,0.308038,7.630544E-5,21.1565,19.38402,0.037181,0.01934
1237665098459054340,132.14691,23.348244,0.109405,3.599604E-5,21.136763,20.413942,0.041071,0.036396
1237673808122872048,132.11574,22.633656,0.083341,1.777761E-5,18.4245,17.536028,0.015022,0.016853
1237667109577031900,132.11726,22.059315,0.078966,3.395782E-5,19.708876,18.89484,0.020507,0.016925
1237665097922052405,132.13438,22.802351,0.038453,1.052437E-5,20.629168,20.213188,0.027028,0.027038
1237667109577031914,132.13087,22.069947,0.084242,2.074155E-5,19.004499,18.169859,0.018724,0.015531
1237665097922052297,132.11055,22.69238,0.082545,1.714626E-5,19.795052,18.796623,0.018333,0.015297
1237665097922052253,132.0476,22.667535,0.083469,2.457901E-5,19.267694,18.482819,0.016114,0.014705
1237673808659742931,132.07788,22.884425,0.153115,3.323822E-5,19.523369,18.425684,0.01584,0.014754
1237673808659742905,132.06079,22.889598,0.152903,4.32689E-5,19.953722,18.789976,0.018012,0.015651
1237665097922052325,132.13558,22.682648,0.121391,3.699691E-5,19.67383,18.631168,0.017565,0.014885
1237673808122806572,132.09922,22.621962,0.082254,2.924042E-5,19.612427,18.741709,0.021436,0.01498
1237673808659677482,132.02317,22.866778,0.152185,5.619477E-5,20.374367,19.116476,0.024627,0.014759
1237665097922052213,132.10291,22.824137,0.08375,2.786763E-5,19.471251,18.588112,0.154195,0.214023
1237673808659742976,132.10929,22.952541,0.082678,2.169375E-5,19.387783,18.448862,0.015376,0.014999
1237665098458989381,131.99457,23.305406,0.355679,1.294002E-4,21.776081,20.069847,0.057646,0.023577
1237673808659808403,132.1813,22.929889,0.012988,6.259094E-6,19.786839,19.759462,0.017782,0.022008
1237665098458923338,131.91147,23.200255,0.025681,6.833218E-6,19.557592,19.368752,0.018098,0.019151
1237665098458988743,131.92328,23.22765,0.050171,1.665295E-5,18.540192,17.707825,0.011566,0.012252
1237665128523235405,131.99946,23.07754,0.152693,1.312757E-5,20.381102,19.3839,0.027425,0.018638
1237665128523235582,132.0414,23.083709,0.050472,1.595236E-5,18.456188,17.572548,0.019331,0.012576
1237673809196613876,131.88992,23.273181,0.153765,4.004574E-5,20.149452,18.845007,0.020408,0.019558
1237665098458988859,132.02573,23.157482,0.299938,7.564156E-5,21.386145,19.691259,0.043097,0.01959
1237665098458988813,132.07778,23.212595,0.120803,2.537127E-5,19.340593,18.395031,0.01365,0.013198
1237664834854519062,131.91766,23.404587,0.138876,7.232476E-6,20.000067,19.550934,0.021722,0.018289
1237664834854519055,131.94436,23.341931,0.109711,9.466483E-6,19.802315,19.273214,0.020593,0.016836
1237664834854519006,131.84441,23.393998,0.058645,1.407469E-5,19.778986,19.035597,0.020554,0.015863
1237665098458988854,132.00886,23.178325,0.299322,7.20559E-5,21.096544,19.527794,0.033606,0.018155
1237664834854518934,131.95941,23.353042,0.151669,2.327079E-5,18.842411,18.414881,0.021484,0.032069
1237665098458988821,132.12069,23.15409,0.158339,3.630799E-5,19.886869,18.767418,0.016805,0.014103
1237665097921986762,131.81189,22.7593,0.153212,4.144369E-5,19.75716,18.770626,0.018904,0.014109
1237673808659546309,131.65208,22.821957,0.106785,8.32939E-6,20.273458,19.677578,0.023534,0.018866
1237665097921986793,131.8959,22.706099,0.152787,2.68052E-5,20.123014,19.051966,0.021469,0.015076
1237673808659677450,131.98569,22.860055,0.07958,1.08573E-5,19.660343,18.790138,0.020953,0.019116
1237665097921986572,131.83615,22.703194,0.099093,2.326112E-5,19.214882,18.239546,0.016653,0.012881
1237665097921987320,131.97655,22.695638,0.485488,1.570152E-4,22.599703,21.087427,0.116292,0.047507
1237665097921986872,131.84935,22.716748,0.099701,1.711889E-5,20.613371,19.931612,0.026879,0.021505
1237673808659677555,131.91173,22.854702,0.359163,1.002623E-4,21.662909,19.990965,0.045158,0.021434
1237665097921986857,131.95879,22.778015,0.079226,1.285914E-5,19.902033,19.196733,0.019887,0.015875
1237665097921986846,131.94496,22.792237,0.079234,2.121828E-5,18.676077,17.795368,0.015508,0.01233
1237673808659611833,131.73439,22.886053,0.15196,1.771497E-5,20.292526,19.367809,0.024712,0.016839
1237673808122741032,131.85457,22.432305,0.31582,5.503187E-5,20.910622,19.350616,0.031355,0.015791
1237665097921986787,131.84277,22.771616,0.154093,3.139174E-5,19.64925,18.475119,0.018516,0.013366
1237673808659611866,131.78642,22.867113,0.152372,3.305024E-5,19.687073,18.52659,0.122337,0.083423
1237665127986167956,131.8233,22.346701,0.104462,6.971837E-6,19.610432,19.181133,0.021143,0.018904
1237665098458792379,131.59428,23.11272,0.331087,6.713805E-5,21.082411,19.295406,0.035974,0.017748
1237673808659611854,131.74789,22.934462,0.153415,3.597182E-5,19.994974,18.79656,0.022887,0.014497
1237673808122609973,131.63918,22.404445,0.106205,2.381514E-5,19.288673,18.13246,0.015476,0.014736
1237665097921790241,131.4368,22.491696,0.496449,9.802633E-5,21.800747,20.107553,0.061674,0.025285
1237673808122609919,131.55678,22.417235,0.050342,6.702706E-6,18.827114,18.153719,0.014324,0.014778
1237673808122609922,131.58774,22.357465,0.028791,5.561816E-6,20.233038,19.86544,0.020386,0.022092
1237673808122609907,131.53825,22.377647,0.121124,8.609183E-6,20.162376,19.484705,0.019785,0.019027
1237673808122609893,131.52179,22.3915,0.154296,3.199679E-5,19.642673,18.488136,0.017096,0.01531
1237673808122544289,131.44523,22.348381,0.108371,3.178131E-5,19.671619,18.650192,0.019661,0.012391
1237665097385639977,133.29393,22.862685,0.082255,7.637552E-6,19.397614,18.745995,0.411239,0.369872
1237667143938080932,133.33429,22.763433,0.082795,2.745471E-5,19.027802,18.270578,0.022318,0.016014
