posx/ posy/ cuentas_g/ magnitud_g/ cielo_g/ cuentas_r/ magnitud_r/ cielo_r/ G-R/ 
215	320	452.05	18.362	0.013	558.167	18.133	0.021	0.229
243	316	32.148	21.232	0.013	105.207	19.945	0.021	1.287
179	324	77.827	20.272	0.013	236.261	19.067	0.021	1.205
192	327	3.829	23.542	0.013	12.725	22.238	0.021	1.304
178	348	22.478	21.621	0.013	81.513	20.222	0.021	1.399
151	338	22.963	21.597	0.013	77.421	20.278	0.021	1.319
152	319	35.374	21.128	0.013	102.981	19.968	0.021	1.16
142	327	0.932	25.076	0.013	4.786	23.3	0.021	1.776
157	309	1.155	24.844	0.013	3.989	23.498	0.021	1.346
162	304	1.007	24.993	0.013	5.229	23.204	0.021	1.789
217	301	12.443	22.263	0.013	32.255	21.229	0.021	1.034
206	294	12.0	22.302	0.013	44.585	20.877	0.021	1.425
194	293	28.322	21.37	0.013	100.933	19.99	0.021	1.38
203	284	1.839	24.339	0.013	5.683	23.114	0.021	1.225
236	269	4.525	23.361	0.013	19.07	21.799	0.021	1.562
192	272	0.589	25.575	0.013	1.857	24.328	0.021	1.247
198	267	8.008	22.741	0.013	33.79	21.178	0.021	1.563
209	263	1.705	24.421	0.013	4.958	23.262	0.021	1.159
193	261	1.744	24.396	0.013	6.44	22.978	0.021	1.418
201	260	1.448	24.598	0.013	5.545	23.14	0.021	1.458
153	268	9.666	22.537	0.013	31.418	21.257	0.021	1.28
163	285	0.288	26.351	0.013	1.008	24.991	0.021	1.36
177	276	0.639	25.486	0.013	3.003	23.806	0.021	1.68
141	279	6.455	22.975	0.013	16.562	21.952	0.021	1.023
136	300	8.327	22.699	0.013	30.069	21.305	0.021	1.394
130	306	1.594	24.494	0.013	6.325	22.997	0.021	1.497
120	308	6.475	22.972	0.013	19.97	21.749	0.021	1.223
113	299	4.455	23.378	0.013	14.772	22.076	0.021	1.302
100	313	0.546	25.657	0.013	1.487	24.569	0.021	1.088
96	298	7.239	22.851	0.013	26.947	21.424	0.021	1.427
90	308	3.647	23.595	0.013	14.254	22.115	0.021	1.48
97	323	3.92	23.517	0.013	13.812	22.149	0.021	1.368
111	341	0.398	26.001	0.013	2.147	24.17	0.021	1.831
110	353	0.48	25.798	0.013	0.931	25.078	0.021	0.72
207	352	2.056	24.217	0.013	8.537	22.672	0.021	1.545
186	256	6.127	23.032	0.013	16.717	21.942	0.021	1.09
178	248	1.288	24.725	0.013	6.583	22.954	0.021	1.771
163	254	0.597	25.56	0.013	3.261	23.716	0.021	1.844
138	249	0.374	26.068	0.013	1.656	24.452	0.021	1.616
84	261	80.854	20.231	0.013	447.776	18.372	0.021	1.859
249	283	12.964	22.218	0.013	30.837	21.277	0.021	0.941
245	273	5.64	23.122	0.013	15.087	22.054	0.021	1.068
243	259	2.501	24.005	0.013	8.395	22.69	0.021	1.315
228	249	0.385	26.035	0.013	1.416	24.622	0.021	1.413
245	249	0.947	25.059	0.013	1.943	24.279	0.021	0.78
256	305	1.592	24.495	0.013	4.295	23.418	0.021	1.077
251	302	0.432	25.912	0.013	1.267	24.743	0.021	1.169
237	326	0.784	25.264	0.013	2.735	23.908	0.021	1.356
232	343	9.81	22.521	0.013	32.505	21.22	0.021	1.301
243	342	0.51	25.731	0.013	1.774	24.377	0.021	1.354
252	332	10.493	22.448	0.013	30.446	21.291	0.021	1.157
265	299	12.065	22.296	0.013	48.036	20.796	0.021	1.5
267	284	39.374	21.012	0.013	147.331	19.579	0.021	1.433
272	266	4.36	23.401	0.013	14.123	22.125	0.021	1.276
270	253	98.786	20.013	0.013	327.319	18.713	0.021	1.3
278	249	23.045	21.594	0.013	42.728	20.923	0.021	0.671
283	256	14.575	22.091	0.013	45.817	20.847	0.021	1.244
285	299	22.131	21.638	0.013	91.083	20.101	0.021	1.537
295	300	9.351	22.573	0.013	34.171	21.166	0.021	1.407
273	322	4.053	23.481	0.013	7.553	22.805	0.021	0.676
275	334	37.441	21.067	0.013	97.897	20.023	0.021	1.044
297	331	8.15	22.722	0.013	34.706	21.149	0.021	1.573
292	317	2.583	23.97	0.013	4.646	23.332	0.021	0.638
292	284	16.747	21.94	0.013	54.991	20.649	0.021	1.291
