posx/ posy/ cuentas_g/ magnitud_g/ cielo_g/ cuentas_r/ magnitud_r/ cielo_r/ G-R/ 
215	320	828.112	17.705	0.013	1220.479	17.284	0.021	0.421
243	316	91.119	20.101	0.013	282.229	18.873	0.021	1.228
179	324	106.85	19.928	0.013	328.52	18.709	0.021	1.219
192	327	7.759	22.776	0.013	24.804	21.514	0.021	1.262
178	348	48.949	20.776	0.013	140.447	19.631	0.021	1.145
151	338	57.56	20.6	0.013	181.401	19.353	0.021	1.247
152	319	70.568	20.378	0.013	213.845	19.175	0.021	1.203
142	327	1.869	24.321	0.013	10.86	22.41	0.021	1.911
157	309	3.064	23.784	0.013	10.701	22.426	0.021	1.358
162	304	2.294	24.098	0.013	11.418	22.356	0.021	1.742
217	301	21.361	21.676	0.013	64.319	20.479	0.021	1.197
206	294	39.545	21.007	0.013	145.036	19.596	0.021	1.411
194	293	99.461	20.006	0.013	289.173	18.847	0.021	1.159
203	284	4.914	23.271	0.013	17.601	21.886	0.021	1.385
236	269	8.738	22.646	0.013	33.71	21.181	0.021	1.465
192	272	1.263	24.746	0.013	4.863	23.283	0.021	1.463
198	267	21.891	21.649	0.013	88.505	20.133	0.021	1.516
209	263	5.444	23.16	0.013	20.566	21.717	0.021	1.443
193	261	3.345	23.689	0.013	14.296	22.112	0.021	1.577
201	260	2.939	23.83	0.013	13.002	22.215	0.021	1.615
153	268	17.482	21.894	0.013	61.315	20.531	0.021	1.363
163	285	0.869	25.152	0.013	4.138	23.458	0.021	1.694
177	276	1.232	24.773	0.013	5.861	23.08	0.021	1.693
141	279	10.405	22.457	0.013	26.188	21.455	0.021	1.002
136	300	17.99	21.862	0.013	59.745	20.559	0.021	1.303
130	306	4.699	23.32	0.013	16.399	21.963	0.021	1.357
120	308	11.93	22.308	0.013	39.045	21.021	0.021	1.287
113	299	9.841	22.517	0.013	39.071	21.02	0.021	1.497
100	313	0.936	25.072	0.013	5.161	23.218	0.021	1.854
96	298	18.954	21.806	0.013	61.533	20.527	0.021	1.279
90	308	7.567	22.803	0.013	27.67	21.395	0.021	1.408
97	323	16.243	21.973	0.013	63.047	20.501	0.021	1.472
111	341	1.276	24.735	0.013	4.876	23.28	0.021	1.455
110	353	1.022	24.976	0.013	2.444	24.03	0.021	0.946
207	352	3.718	23.574	0.013	14.356	22.107	0.021	1.467
186	256	12.151	22.288	0.013	39.526	21.008	0.021	1.28
178	248	2.671	23.933	0.013	12.062	22.296	0.021	1.637
163	254	1.362	24.665	0.013	7.327	22.838	0.021	1.827
138	249	0.928	25.082	0.013	4.85	23.286	0.021	1.796
84	261	155.191	19.523	0.013	737.405	17.831	0.021	1.692
249	283	30.723	21.281	0.013	101.527	19.984	0.021	1.297
245	273	10.65	22.432	0.013	28.887	21.348	0.021	1.084
243	259	5.463	23.157	0.013	22.713	21.609	0.021	1.548
228	249	1.661	24.449	0.013	5.552	23.139	0.021	1.31
245	249	2.718	23.914	0.013	9.579	22.547	0.021	1.367
256	305	3.176	23.745	0.013	9.839	22.518	0.021	1.227
251	302	1.457	24.591	0.013	5.051	23.242	0.021	1.349
237	326	2.207	24.14	0.013	8.459	22.682	0.021	1.458
232	343	29.138	21.339	0.013	94.324	20.063	0.021	1.276
243	342	1.769	24.38	0.013	6.64	22.945	0.021	1.435
252	332	27.664	21.395	0.013	79.458	20.25	0.021	1.145
265	299	21.131	21.688	0.013	79.514	20.249	0.021	1.439
267	284	84.506	20.183	0.013	275.687	18.899	0.021	1.284
272	266	9.868	22.514	0.013	31.114	21.268	0.021	1.246
270	253	172.879	19.406	0.013	516.976	18.216	0.021	1.19
278	249	39.587	21.006	0.013	105.696	19.94	0.021	1.066
283	256	32.51	21.22	0.013	95.312	20.052	0.021	1.168
285	299	33.016	21.203	0.013	143.439	19.608	0.021	1.595
295	300	22.058	21.641	0.013	77.032	20.283	0.021	1.358
273	322	8.756	22.644	0.013	25.241	21.495	0.021	1.149
275	334	95.613	20.049	0.013	313.16	18.761	0.021	1.288
297	331	19.555	21.772	0.013	70.803	20.375	0.021	1.397
292	317	5.754	23.1	0.013	17.607	21.886	0.021	1.214
292	284	31.352	21.259	0.013	105.159	19.945	0.021	1.314
302	275	8.78	22.641	0.013	22.353	21.627	0.021	1.014
318	267	11.915	22.31	0.013	36.787	21.086	0.021	1.224
