E 19 F DC 55 13 27
E 19 F DC 47 13 27
E 19 M DC 72 13 28
E 19 M DC 74 13 28
E 21 M DC 79 13 29
E 20 M DC 80 13 31
E 20 M DC 72 13 31
E 18 F DC 53 13 31
E 18 F DC 42 13 33
E 18 F DC 55 13 34
E 20 F DC 44 13 35
E 18 M DC 60 13 35
E 22 F DC 57 13 36
E 23 M DC 54 13 36
E 18 F DC 54 13 37
E 19 F DC 54 13 38
E 18 F DC 54 13 38
E 19 M DC 54 13 38
E 19 M DC 74 13 39
E 19 M DC 79 13 39
E 20 M DC 75 13 39
E 23 F DC 56 13 40
E 23 F DC 49 13 40
E 19 M AC 51 13 40
E 17 F DC 48 13 42
E 18 M DC 59 13 42
E 18 M DC 70 13 43
E 18 M DC 74 13 43
E 25 M DC 76 13 49
E 20 F DC 66 13 50
E 18 F DC 55 13 51
E 19 F DC 55 13 51
E 23 F AC 59 13 51
E 20 M DC 72 13 52
E 19 F DC 45 13 53
P 32 M DC 75 13 53
E 21 F DC 57 13 54
E 22 M DC 87 13 55
E 21 M DC 99 13 55
E 21 M AC 83 13 56
E 25 M DC 71 13 56
E 24 F AC 65 13 57
E 22 F DC 72 13 58
E 23 M DC 105 13 58
E 22 M DC 71 13 59
E 24 F DC 51 13 59
E 22 F DC 55 14 00
E 20 M AC 82 14 09
E 20 F AC 55 14 16
E 19 F DC 59 14 18
E 20 M DC 77 14 19
E 22 M DC 64 14 29
E 20 F DC 74 14 30
E 20 F AC 52 13 00
E 21 F AC 57 13 05
E 22 M AC 76 13 06
E 22 F AC 59 13 07
E 22 F AC 46 13 08
E 22 F AC 63 13 09
E 24 M AC 64 13 10
E 20 F AC 47 13 11
E 19 M AC 64 13 12
E 21 F AC 55 13 12
E 19 M AC 66 13 13
E 21 M AC 75 13 14
E 18 F AC 49 13 15
E 18 F AC 54 13 16
E 19 F AC 45 13 16
E 18 F AC 52 13 17
E 20 M AC 53 13 18
E 21 F DC 59 13 19
E 19 F AC 46 13 20
E 22 M AC 88 13 20
E 20 F DC 54 13 21
V 26 M DC 89 13 25
E 24 M DC 70 13 26
