E 23 F DC 55 13 10
V 24 M AC 70 13 10
P 26 M AC 100 13 12
E 19 F AC 46 13 12
P 42 F AC 68 13 13
P 39 F AC 55 13 13
E 18 M DC 58 13 17
E 19 M DC 79 13 18
F 36 M AC 76 13 18
E 18 M AC 90 13 19
P 38 M AC 98 13 19
V 38 M AC 95 13 20
E 19 F AC 62 13 20
P 37 M DC 75 13 22
F 28 M DC 64 13 26
F 26 F DC 63 13 27
P 44 F DC 63 13 28
F 43 F AC 63 13 31
F 40 M AC 70 13 31
E 19 M AC 85 13 32
V 56 M DC 86 13 36
E 23 M DC 71 13 36
E 23 M DC 78 13 36
P 37 F DC 54 13 40
P 32 M DC 65 13 40
E 24 M DC 66 13 43
P 42 M DC 76 13 44
F 37 M DC 99 13 44
E 19 M DC 68 13 46
E 19 F DC 50 13 51
P 39 M AC 91 13 13
P 36 F AC 63 13 13
E 26 M AC 80 13 13
P 41 M AC 70 13 14
P 58 M AC 81 13 14
P 26 M AC 75 13 16
P 25 M AC 75 13 17
F 26 M DC 83 13 17
P 64 F AC 75 13 18
P 30 F AC 65 13 20
P 29 F AC 56 13 20
E 29 M AC 80 13 21
E 19 M DC 83 13 22
E 18 M AC 94 13 24
P 45 M AC 93 13 26
P 35 M AC 92 13 26
E 23 M AC 60 13 29
E 23 M AC 70 13 29
E 23 F DC 70 13 30
E 23 F DC 53 13 30
E 29 F DC 46 13 36
P 32 M AC 88 13 36
E 19 M DC 55 13 38
E 19 M DC 70 13 38
E 19 M DC 86 13 38
E 19 M DC 70 13 38
P 36 M AC 79 13 43
F 33 F AC 50 13 44
E 23 M DC 67 13 44
E 23 F DC 60 13 45
P 33 M DC 70 13 46
P 33 M DC 85 13 46
P 43 M DC 80 13 46
P 43 M DC 100 13 46
E 19 M DC 55 13 47
E 28 F DC 52 13 49
E 27 F DC 60 13 49
E 30 F DC 46 13 49
E 25 M DC 75 13 49
E 29 M DC 77 13 50
F 28 M DC 72 13 50
F 25 M DC 71 13 50
F 29 M DC 69 13 50
V 26 M DC 87 13 51
E 23 M DC 75 13 54
E 24 M DC 85 13 54
P 50 M AC 83 13 59
P 27 F AC 46 13 59
P 36 F AC 60 14 00
F 47 M AC 94 14 03
F 49 F AC 68 14 03
F 39 M DC 100 14 06
