E 20 F A 48.9 12 50
E 21 M A 85.0 12 50
E 20 F A 65.8 12 50
E 18 M A 58.3 12 51
E 22 M A 57.4 12 53
E 19 M A 78.0 12 54
E 21 M A 85.8 12 55
E 21 M A 81.4 12 55
E 22 M D 70.6 12 56
E 21 F A 55.1 12 56
E 22 F A 92.3 12 57
E 18 M A 82.4 12 59
E 18 F A 61.7 13 0
E 20 F A 59.1 13 1
E 19 F A 61.5 13 1
E 24 M A 120.7 13 2
E 24 M A 89.3 13 3
E 22 M A 73.5 13 4
E 19 F A 62.6 13 4
E 19 F A 50.4 13 6
E 18 F A 52.9 13 6
E 19 M A 57.2 13 7
E 21 F A 54.4 13 8
E 20 M A 83.0 13 8
E 23 M A 64.1 13 9
E 19 M A 79.6 13 10
E 18 M A 61.8 13 11
E 18 M A 49.6 13 12
E 22 M A 74.4 13 13
E 20 M A 71.1 13 13
E 21 M A 79.9 13 13
E 18 M A 85.9 13 15
E 19 M D 71.7 13 16
E 19 F A 60.6 13 17
E 25 M A 76.3 13 18
E 21 F D 71.6 13 18
E 19 M D 92.7 13 19
E 19 M D 59.6 13 20
E 22 M D 63.4 13 21
E 19 M D 81.6 13 22
E 18 F A 68.5 13 23
E 18 F A 63.7 13 23
E 22 M A 88.1 13 24
E 19 F D 60.1 13 26
E 19 F D 62.1 13 27
E 25 F A 64.5 13 29
E 23 M A 72.9 13 29
E 23 M D 71.7 13 30
E 21 M A 72.3 13 31
E 22 M A 75.4 13 32
E 20 F A 58.2 13 35
E 19 F D 44.2 13 35
E 19 M A 67.1 13 37
E 20 M D 64.2 13 37
E 20 F D 49.4 13 38
E 20 F D 64.0 13 39
E 20 M D 67.6 13 40
E 21 M D 71.8 13 40
E 19 M D 66.2 13 41
E 18 M A 87.1 13 41
E 21 F A 56.2 13 42
E 21 F A 53.3 13 43
E 18 M D 76.4 13 44
E 18 M D 80.3 13 45
E 17 M D 55.2 13 45
E 19 F A 48.0 13 48
E 21 N A 71.0 13 50
E 24 F D 58.9 14 55
E 25 M D 110.1 14 57
E 19 F D 56.3 15 04
E 18 F A 59.3 13 04
E 18 F A 55.8 13 04
E 20 F A 49.1 13 04
E 22 F A 49.9 13 05
E 22 F A 61.5 13 05
E 23 F A 62.3 13 06
E 20 F A 57.3 13 06
E 22 F A 61.7 13 07
E 21 M A 75.4 13 09
E 23 M A 73.2 13 09
E 22 M A 65.1 13 10
E 19 F A 57.3 13 11
E 21 M A 62.4 13 13
E 19 M D 79.3 13 13
P 29 M A 69.8 13 14
E 20 F A 65.2 13 15
E 19 F A 72.1 13 17
E 21 M A 62.3 13 18
E 21 M A 60.1 13 18
E 20 F A 57.2 13 19
E 21 M A 71.0 13 19
E 22 M D 69.5 13 21
E 21 M D 80.6 13 22
E 18 M D 58.4 13 23
E 19 M A 66.6 13 23
E 18 M D 74.4 13 24
E 23 M A 90.9 13 25
E 24 M A 82.7 13 25
V 26 F A 63.8 13 27
E 19 M D 55.4 13 31
